sample_id,date,sector,treatment,block,biomass_kg_ha,treatment_count,block_count,n_block_total,n_treatment_total,n_grand_total,n_pct_estimated,adf_block_total,adf_treatment_total,adf_grand_total,adf_pct_estimated,ndf_block_total,ndf_treatment_total,ndf_grand_total,ndf_pct_estimated,n_accumulated_kg_ha,critical_n_pct,nni
27,2025-09-16,Secano,M1,R4,7037.0,6,4,9.877137883879165,7.004185886955215,44.24684355785145,2.8688484862162937,155.3693875419229,95.10448106336489,700.9906740291638,40.77623836505554,270.83088067648544,161.61972533808574,1227.8078818779338,69.57708690222144,201.8808679750406,2.5708528604174288,1.1159131393270323
