source_file,source_sha256,sheet,csv_file,rows,columns,formula_cells,formulas_without_cached_values
sources/Datos_Ema_Serrana_INN.xlsx,417ea148402293140e9bf8d44d90314eaaad64a4be75b061551839fc55b9da9b,Diseño,diseno.csv,33,8,0,0
sources/Datos_Ema_Serrana_INN.xlsx,417ea148402293140e9bf8d44d90314eaaad64a4be75b061551839fc55b9da9b,Ensayo,ensayo.csv,33,8,0,0
sources/Datos_Ema_Serrana_INN.xlsx,417ea148402293140e9bf8d44d90314eaaad64a4be75b061551839fc55b9da9b,Manejo,manejo.csv,25,8,2,0
sources/Datos_Ema_Serrana_INN.xlsx,417ea148402293140e9bf8d44d90314eaaad64a4be75b061551839fc55b9da9b,Datos_MS,datos_ms.csv,159,13,58,0
sources/Datos_Ema_Serrana_INN.xlsx,417ea148402293140e9bf8d44d90314eaaad64a4be75b061551839fc55b9da9b,Datos_Rto,datos_rto.csv,57,18,48,0
sources/Datos_Ema_Serrana_INN.xlsx,417ea148402293140e9bf8d44d90314eaaad64a4be75b061551839fc55b9da9b,Calidad,calidad.csv,153,14,307,5
sources/Datos_Ema_Serrana_INN.xlsx,417ea148402293140e9bf8d44d90314eaaad64a4be75b061551839fc55b9da9b,Estimacion_M1R4_16set,estimacion_m1r4_16set.csv,33,6,23,16
