observation_id,dry_matter_pct_from_weights,dry_matter_abs_difference_pp,dry_matter_relative_difference,dry_matter_issue,biomass_reported_kg_ha,biomass_recorded_dm_kg_ha,biomass_ratio_dm_kg_ha,biomass_recalculation_difference_kg_ha,tiller_density_m2
dm_20251112_secano_m4_r4,21.08317214700193,0.716827852998069,0.032882011605416005,false,12288.315789473687,12288.315789473685,11884.251247073194,-1.8189894035458565e-12,
dm_20251112_secano_m3_r4,23.02325581395349,1.4767441860465098,0.06027527289985754,false,14732.236842105265,14732.236842105263,13844.247246022034,-1.8189894035458565e-12,
dm_20251112_secano_m2_r4,29.629629629629626,0.5296296296296248,0.01820033091510738,false,15530.210526315794,15530.21052631579,15812.86549707602,-3.637978807091713e-12,
dm_20251112_riego_m0_r1,28.249999999999996,1.850000000000005,0.061461794019933715,false,12032.07894736842,12032.07894736842,11292.565789473681,0.0,
dm_20251112_riego_m1_r1,20.4644412191582,0.6355587808418015,0.0301212692342086,false,14547.894736842107,14547.894736842107,14109.693682682757,0.0,
dm_20251112_riego_m2_r1,17.115384615384617,0.7846153846153818,0.04383326171035653,false,12200.263157894737,12200.263157894735,11665.485829959514,-1.8189894035458565e-12,
dm_20251112_riego_m3_r1,21.139705882352942,0.7602941176470566,0.03471662637657793,false,11583.947368421052,11583.947368421052,11181.791795665633,0.0,
dm_20251112_riego_m4_r1,19.73929236499069,0.4607076350093102,0.022807308663827238,false,13762.57894736842,13762.57894736842,13448.6915613055,0.0,
dm_20251112_riego_m5_r1,18.506493506493506,1.793506493506495,0.08835007357174852,false,10043.157894736843,10043.157894736843,9155.844155844155,0.0,
dm_20251112_riego_m3_r2,23.653846153846153,0.8461538461538467,0.03453689167974885,false,12133.947368421052,12133.947368421052,11714.87854251012,0.0,
dm_20251112_riego_m2_r2,21.84655396618986,0.5534460338101397,0.02470741222366695,false,13899.789473684212,13899.789473684208,13556.361645335708,-3.637978807091713e-12,
dm_20251112_riego_m4_r2,23.042836041358935,0.657163958641064,0.02772843707346262,false,13658.684210526317,13658.684210526313,13279.950244888438,-3.637978807091713e-12,
dm_20251112_riego_m0_r2,23.316062176165804,0.9839378238341965,0.04049126847054307,false,14957.289473684212,14957.28947368421,14351.649850013639,-1.8189894035458565e-12,
dm_20251112_riego_m1_r2,18.048780487804876,0.9512195121951237,0.05006418485237493,false,11905.0,11904.999999999998,11308.985879332478,-1.8189894035458565e-12,
dm_20251112_riego_m5_r2,18.633540372670808,1.5664596273291913,0.07754750630342531,false,10865.473684210527,10865.473684210527,10022.88329519451,0.0,
dm_20251112_riego_m3_r3,25.263157894736842,1.336842105263159,0.050257222002374397,false,14910.000000000002,14910.0,14160.6648199446,-1.8189894035458565e-12,
dm_20251112_riego_m4_r3,21.346153846153847,1.0538461538461519,0.04704670329670321,false,11606.736842105263,11606.736842105262,11060.678137651821,-1.8189894035458565e-12,
dm_20251112_riego_m0_r3,27.95031055900621,2.0496894409937916,0.06832298136645971,false,11431.57894736842,11431.578947368422,10650.539391958155,1.8189894035458565e-12,
dm_20251112_riego_m1_r3,19.734660033167494,0.5653399668325072,0.027849259449877203,false,15150.21052631579,15150.210526315792,14728.288382648163,1.8189894035458565e-12,
dm_20251112_riego_m5_r3,23.21167883211679,0.6883211678832097,0.028800048865406266,false,11534.894736842105,11534.894736842103,11202.689204763736,-1.8189894035458565e-12,
dm_20251112_riego_m2_r3,24.5,1.8000000000000007,0.0684410646387833,false,13918.236842105263,13918.236842105263,12965.657894736842,0.0,
dm_20251112_riego_m1_r4,21.630615640599,0.4693843594010012,0.021239111285113174,false,18313.92105263158,18313.92105263158,17924.94964532796,0.0,
dm_20251112_riego_m0_r4,26.0,2.1000000000000014,0.0747330960854093,false,7683.131578947369,7683.131578947368,7108.947368421052,-9.094947017729282e-13,
dm_20251112_riego_m5_r4,22.63698630136987,0.9630136986301316,0.04080566519619202,false,13669.368421052633,13669.368421052633,13111.58074981976,0.0,
dm_20251112_riego_m4_r4,28.095238095238095,9.895238095238096,0.5436944008372581,true,12692.105263157893,12692.105263157895,19592.731829573935,1.8189894035458565e-12,
dm_20251112_riego_m3_r4,23.04964539007092,1.650354609929078,0.06681597611048899,false,13234.0,13234.0,12349.757372153788,0.0,
dm_20251112_riego_m2_r4,15.142428785607196,9.857571214392804,0.3943028485757122,true,14822.368421052633,14822.368421052632,8977.866329992898,-1.8189894035458565e-12,
