sample_id,estimated_n_pct,estimated_adf_pct,estimated_ndf_pct,n_accumulated_kg_ha,critical_n_pct,nni,calculation_status
83,,,,167.75235066954212,2.22505195888692,0.6821620911821856,from_measured_quality
84,,,,165.48859059785676,2.243465054443731,0.6848456826765436,from_measured_quality
85,,,,171.18203975939957,2.2683518211435962,0.7252102955200804,from_measured_quality
86,,,,189.94644140976652,2.3537521592480815,0.8704500390052089,from_measured_quality
87,,,,123.87406737054685,2.2256965862163893,0.5040419641840601,from_measured_quality
88,,,,175.82729190698302,2.1918281570536733,0.692502326142054,from_measured_quality
89,,,,190.486968408312,2.261144766184849,0.8015565840673988,from_measured_quality
90,,,,61.062946966848855,2.7176418668475706,0.37980210744040066,from_measured_quality
91,,,,215.4332032563318,2.1022732683612704,0.7765121478086398,from_measured_quality
92,,,,221.92888572439276,2.331681710050283,0.9968553780209809,from_measured_quality
93,,,,203.07507991373691,2.024364777115879,0.6755249701569871,from_measured_quality
94,,,,263.8856485210558,2.0400097022380144,0.8922887138486303,from_measured_quality
95,,,,61.9166353043449,2.772951905202532,0.4019582505115449,from_measured_quality
96,,,,180.04222176304395,2.19304049356793,0.7099367037289538,from_measured_quality
97,,,,175.3809803867128,2.3466472675949825,0.7985557330504177,from_measured_quality
98,,,,155.94932799438283,2.14349426909514,0.5857868053504389,from_measured_quality
99,,,,236.39854946921452,1.9866854330442916,0.7555971199209113,from_measured_quality
100,,,,68.33954902305162,2.614419035698876,0.39148536857729666,from_measured_quality
101,,,,241.6142828758379,2.1289007892870364,0.8944869539695444,from_measured_quality
102,,,,186.41616817292746,2.283126964274121,0.800720770612242,from_measured_quality
103,,,,127.1513777354264,2.31345881145478,0.561692297618667,from_measured_quality
104,,,,195.3229226853904,2.0584971586883287,0.6732380836500444,from_measured_quality
105,,,,86.5879891649531,2.281302935019859,0.3712936960407743,from_measured_quality
106,,,,152.89919345768806,2.1061432952071155,0.5532713081391178,from_measured_quality
107,,,,153.05106565938402,2.109890354200786,0.5559167378476786,from_measured_quality
108,,,,134.70938286139435,2.061938048208811,0.4659664588428668,from_measured_quality
109,,,,115.7991179613611,2.3685836399986693,0.5377927283981724,from_measured_quality
110,,,,132.20935033455203,2.295365891645062,0.574372505516387,from_measured_quality
111,,,,140.44761764712894,2.135086864488711,0.5231708656620818,from_measured_quality
112,,,,190.43188138272265,2.000137857782506,0.6174661335966589,from_measured_quality
113,,,,182.29480812568158,2.1255207930514,0.6726038028487252,from_measured_quality
114,,,,57.04923158366017,2.7665925830066134,0.3685568606528888,from_measured_quality
115,,,,170.0700661973653,1.9385093394331747,0.5159626879599278,from_measured_quality
116,,,,146.72889947022634,2.25342533186482,0.6129549182877844,from_measured_quality
117,,,,160.0496896676759,2.0654676383795123,0.5556355937940328,from_measured_quality
118,,,,171.10783289031548,2.030952144729234,0.5731296358805189,from_measured_quality
119,,,,83.72272020399059,2.2691086348269716,0.3549416399825746,from_measured_quality
120,,,,157.35161057224533,2.0158027203957207,0.5187336041444395,from_measured_quality
121,,,,113.84603513778073,2.2639710794623586,0.48032993372623306,from_measured_quality
122,,,,117.74984725456156,2.229020123996989,0.4806442078510599,from_measured_quality
123,,,,181.73826448334094,2.096822648182401,0.6514575470723761,from_measured_quality
124,,,,107.51090740179129,2.1457970922969247,0.4047618265212641,from_measured_quality
125,,,,149.9612214636818,2.0850203609451663,0.5311405887685158,from_measured_quality
126,,,,185.48826164221936,2.150818092459906,0.7018113484459102,from_measured_quality
127,,,,172.04503264236627,2.0295289744942506,0.5754110397753537,from_measured_quality
128,,,,193.28728925732966,1.9955586098760367,0.623679493503991,from_measured_quality
129,,,,106.62973873730316,2.165370530959293,0.40926579579864997,from_measured_quality
130,,,,147.44327918396723,2.037723196905027,0.49737006358199276,from_measured_quality
131,,,,153.02112463314862,2.1557733255121154,0.5818072076919899,from_measured_quality
132,,,,113.16841531323169,2.191831343786342,0.44571938820290635,from_measured_quality
133,,,,191.26351459254667,2.074231827677899,0.6700003271566455,from_measured_quality
134,,,,143.73984234596224,2.2942605866725074,0.6238269448452051,from_measured_quality
135,,,,111.42590094827821,2.1595365715741957,0.4252295964600386,from_measured_quality
136,,,,168.29724649165215,2.06765752436007,0.5855853213523547,from_measured_quality
137,,,,161.08360512468292,2.0792676696898207,0.5671945846190038,from_measured_quality
138,,,,130.29230472442003,2.019706716710248,0.431298112739145,from_measured_quality
139,,,,144.4617522015481,2.172740348661565,0.5584903185286355,from_measured_quality
140,,,,119.04458916084235,2.2372044000025286,0.4897284466740413,from_measured_quality
141,,,,150.33633080896732,2.0217543744885056,0.49872129367397766,from_measured_quality
142,,,,148.01110757218646,2.1904532733451827,0.5821704764899082,from_measured_quality
143,,,,97.58267164536045,2.2011378761108285,0.3878102086812904,from_measured_quality
144,,,,182.83363520241295,2.011440839740031,0.5999708670685546,from_measured_quality
145,,,,129.30124380141186,2.1948097154761146,0.5107309691464768,from_measured_quality
146,,,,152.00261303995433,2.0667801708966977,0.5284118461064585,from_measured_quality
147,,,,180.91914090836704,1.893002594993149,0.5218575485554579,from_measured_quality
148,,,,68.34893745502337,2.4995912211433393,0.35589714647198345,from_measured_quality
149,,,,195.63894966150622,2.078747470326822,0.6885018949596896,from_measured_quality
150,,,,178.0570140690509,2.128680415210997,0.6590448283780065,from_measured_quality
151,,,,142.53979028623965,2.1003906468209954,0.5127963313787423,from_measured_quality
152,,,,154.24549730889746,2.0255716229173757,0.5137446202635164,from_measured_quality
