sheet,cell,formula,cached_value
Calidad,M145,=+I145/(4.8*(G145/1000)^(-0.32)),0.5999708670685546
Calidad,L146,=+G146*(I146/100),129.3012438014118
Calidad,M146,=+I146/(4.8*(G146/1000)^(-0.32)),0.5107309691464766
Calidad,L147,=+G147*(I147/100),152.0026130399543
Calidad,M147,=+I147/(4.8*(G147/1000)^(-0.32)),0.5284118461064584
Calidad,L148,=+G148*(I148/100),180.91914090836704
Calidad,M148,=+I148/(4.8*(G148/1000)^(-0.32)),0.5218575485554579
Calidad,L149,=+G149*(I149/100),68.34893745502337
Calidad,M149,=+I149/(4.8*(G149/1000)^(-0.32)),0.35589714647198345
Calidad,L150,=+G150*(I150/100),195.6389496615062
Calidad,M150,=+I150/(4.8*(G150/1000)^(-0.32)),0.6885018949596896
Calidad,L151,=+G151*(I151/100),178.0570140690508
Calidad,M151,=+I151/(4.8*(G151/1000)^(-0.32)),0.6590448283780065
Calidad,L152,=+G152*(I152/100),142.53979028623965
Calidad,M152,=+I152/(4.8*(G152/1000)^(-0.32)),0.5127963313787424
Calidad,L153,=+G153*(I153/100),154.2454973088974
Calidad,M153,=+I153/(4.8*(G153/1000)^(-0.32)),0.5137446202635164
Estimacion_M1R4_16set,B4,=Calidad!A28,45916
Estimacion_M1R4_16set,B5,=Calidad!C28,Secano
Estimacion_M1R4_16set,B6,=Calidad!D28,M1
Estimacion_M1R4_16set,B7,=Calidad!E28,R4
Estimacion_M1R4_16set,B8,=Calidad!G28,7037
Estimacion_M1R4_16set,C16,"=SUMIFS(Calidad!$I:$I,Calidad!$A:$A,$B$4,Calidad!$C:$C,$B$5,Calidad!$E:$E,$B$7)-Calidad!$I$28",
Estimacion_M1R4_16set,D16,"=SUMIFS(Calidad!$I:$I,Calidad!$A:$A,$B$4,Calidad!$C:$C,$B$5,Calidad!$D:$D,$B$6)-Calidad!$I$28",
Estimacion_M1R4_16set,E16,"=SUMIFS(Calidad!$I:$I,Calidad!$A:$A,$B$4,Calidad!$C:$C,$B$5)-Calidad!$I$28",
Estimacion_M1R4_16set,F16,=($B$9*C16+$B$10*D16-E16)/(($B$9-1)*($B$10-1)),
Estimacion_M1R4_16set,C17,"=SUMIFS(Calidad!$J:$J,Calidad!$A:$A,$B$4,Calidad!$C:$C,$B$5,Calidad!$E:$E,$B$7)-Calidad!$J$28",
Estimacion_M1R4_16set,D17,"=SUMIFS(Calidad!$J:$J,Calidad!$A:$A,$B$4,Calidad!$C:$C,$B$5,Calidad!$D:$D,$B$6)-Calidad!$J$28",
Estimacion_M1R4_16set,E17,"=SUMIFS(Calidad!$J:$J,Calidad!$A:$A,$B$4,Calidad!$C:$C,$B$5)-Calidad!$J$28",
Estimacion_M1R4_16set,F17,=($B$9*C17+$B$10*D17-E17)/(($B$9-1)*($B$10-1)),
Estimacion_M1R4_16set,C18,"=SUMIFS(Calidad!$K:$K,Calidad!$A:$A,$B$4,Calidad!$C:$C,$B$5,Calidad!$E:$E,$B$7)-Calidad!$K$28",
Estimacion_M1R4_16set,D18,"=SUMIFS(Calidad!$K:$K,Calidad!$A:$A,$B$4,Calidad!$C:$C,$B$5,Calidad!$D:$D,$B$6)-Calidad!$K$28",
Estimacion_M1R4_16set,E18,"=SUMIFS(Calidad!$K:$K,Calidad!$A:$A,$B$4,Calidad!$C:$C,$B$5)-Calidad!$K$28",
Estimacion_M1R4_16set,F18,=($B$9*C18+$B$10*D18-E18)/(($B$9-1)*($B$10-1)),
Estimacion_M1R4_16set,C22,=$B$8*$F$16/100,
Estimacion_M1R4_16set,C23,=$B$8/1000,7.037
Estimacion_M1R4_16set,C24,=$B$11*C23^$B$12,2.5708528604174288
Estimacion_M1R4_16set,C25,=$F$16/C24,
Estimacion_M1R4_16set,B29,"=($B$9*(SUMIFS(Calidad!$L:$L,Calidad!$A:$A,$B$4,Calidad!$C:$C,$B$5,Calidad!$E:$E,$B$7)-Calidad!$L$28)+$B$10*(SUMIFS(Calidad!$L:$L,Calidad!$A:$A,$B$4,Calidad!$C:$C,$B$5,Calidad!$D:$D,$B$6)-Calidad!$L$28)-(SUMIFS(Calidad!$L:$L,Calidad!$A:$A,$B$4,Calidad!$C:$C,$B$5)-Calidad!$L$28))/(($B$9-1)*($B$10-1))",
Estimacion_M1R4_16set,B30,"=($B$9*(SUMIFS(Calidad!$M:$M,Calidad!$A:$A,$B$4,Calidad!$C:$C,$B$5,Calidad!$E:$E,$B$7)-Calidad!$M$28)+$B$10*(SUMIFS(Calidad!$M:$M,Calidad!$A:$A,$B$4,Calidad!$C:$C,$B$5,Calidad!$D:$D,$B$6)-Calidad!$M$28)-(SUMIFS(Calidad!$M:$M,Calidad!$A:$A,$B$4,Calidad!$C:$C,$B$5)-Calidad!$M$28))/(($B$9-1)*($B$10-1))",
